,Date,Time,hashtags,tagged_usernames,text,Text
0,2020-05-20,11:47:00,"['#bjp', '#rss']",['@any_morya:'],  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6,  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6
1,2020-05-20,11:47:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
2,2020-05-20,11:47:00,"['#bjp', '#rss']",['@any_morya:'],  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6,  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6
3,2020-05-20,11:48:00,"['#bjp', '#gujrati', '#haridwar', '#covid__19.are']",[],bjp govt allows 18 luxury coaches for gujrati pilgrims from haridwar to gujarat amidst covid__19.are the ppl of\xe2\x80\xa6,bjp govt allows 18 luxury coaches for gujrati pilgrims from haridwar to gujarat amidst covid__19.are the ppl of\xe2\x80\xa6
4,2020-05-20,11:47:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
5,2020-05-20,11:47:00,"['#bjp', '#rss']",['@any_morya:'],  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6,  its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting\xe2\x80\xa6
6,2020-05-20,11:46:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists
7,2020-05-20,11:46:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists
8,2020-05-20,11:46:00,"['#hindurashtra', '#india', '#hindus', '#modi.']",[],aspirants of hindurashtra in india must see pathetic conditions of poor hindus under modi. in worst\xe2\x80\xa6,aspirants of hindurashtra in india must see pathetic conditions of poor hindus under modi. in worst\xe2\x80\xa6
9,2020-05-20,11:46:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",            \xe2\x80\xa6,            \xe2\x80\xa6
10,2020-05-20,11:45:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,  armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists
11,2020-05-20,11:45:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],  breaking update\ncoronavirus coronavirusupdate\nindiafightscovid19\n\nlook at d figures of covid19 in india states ru\xe2\x80\xa6,  breaking update\ncoronavirus coronavirusupdate\nindiafightscovid19\n\nlook at d figures of covid19 in india states ru\xe2\x80\xa6
12,2020-05-20,11:44:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
13,2020-05-20,11:43:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
14,2020-05-20,11:43:00,"['#india\\n#poverty\\n#inequality\\n#coronavirus\\n\\nuseless', '#bjp']",['@dv99999:'],  india\npoverty\ninequality\ncoronavirus\n\nuseless bjp \xf0\x9f\x90\x92 buffoons r busy running behind celebrities cricket players hindi fi\xe2\x80\xa6,  india\npoverty\ninequality\ncoronavirus\n\nuseless bjp \xf0\x9f\x90\x92 buffoons r busy running behind celebrities cricket players hindi fi\xe2\x80\xa6
15,2020-05-20,11:42:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
16,2020-05-20,11:42:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
17,2020-05-20,11:40:00,['#congress'],[],this is not time to do cheap politics in this difficult time\n\ncongress providing 1000+ buses for the use of\xe2\x80\xa6,this is not time to do cheap politics in this difficult time\n\ncongress providing 1000+ buses for the use of\xe2\x80\xa6
18,2020-05-20,11:40:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
19,2020-05-20,11:39:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
20,2020-05-20,11:38:00,['#bjp'],['@hansrajmeena'], or may be to limit the reach of all handles who ask question to this farzi bjp government?, or may be to limit the reach of all handles who ask question to this farzi bjp government?
21,2020-05-20,11:38:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",            \xe2\x80\xa6,            \xe2\x80\xa6
22,2020-05-20,11:37:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
23,2020-05-20,11:36:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
24,2020-05-20,11:36:00,[],"['@milligazette:', '@muslimmirror']",  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6,  fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was \xe2\x80\xa6
25,2020-05-20,11:35:00,[],['@muslimmirror'],fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video\xe2\x80\xa6,fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video\xe2\x80\xa6
26,2020-05-20,11:35:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],  while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to\xe2\x80\xa6,  while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to\xe2\x80\xa6
27,2020-05-20,11:33:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
28,2020-05-20,11:31:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']",  indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha\xe2\x80\xa6,  indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha\xe2\x80\xa6
29,2020-05-20,11:30:00,['#bjp'],['@dayanidhi_maran:'],  misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea\xe2\x80\xa6,  misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea\xe2\x80\xa6
30,2020-05-20,11:29:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
31,2020-05-20,11:28:00,"['#bjp', '#congress']",['@aditisinghinc'], will join bjp in sometime . as she has understood congress and there agenda now ., will join bjp in sometime . as she has understood congress and there agenda now .
32,2020-05-20,11:25:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']",  indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha\xe2\x80\xa6,  indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha\xe2\x80\xa6
33,2020-05-20,11:24:00,"['#indiaunderlockdown:', '#aicc']","['@priyankagandhi', '@myogiadityanath']",indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses\xe2\x80\xa6,indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses\xe2\x80\xa6
34,2020-05-20,11:24:00,"['#bjp', '#indianarmy', ""#kashmir'""]",['@mirfromkashmir:'],  looters and gangsters aka bjp indianarmy in kashmir,  looters and gangsters aka bjp indianarmy in kashmir
35,2020-05-20,11:24:00,"['#aditisingh', '#bjp', '#raebareli', '#loksabha']",[],aditisingh could be next bjp bet for raebareli loksabha seat\nhttps//t.co/9iypi5eia8,aditisingh could be next bjp bet for raebareli loksabha seat\nhttps//t.co/9iypi5eia8
36,2020-05-20,11:23:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
37,2020-05-20,11:23:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
38,2020-05-20,11:22:00,['#bjp'],[],modi keeping an eye on patra keeping an eye on subramanium swamy. bjp,modi keeping an eye on patra keeping an eye on subramanium swamy. bjp
39,2020-05-20,11:22:00,"['#bjp', '#govt', '#rail', '#police', '#migrantlabourers,']",['@santanusenmp:'],  bjp govt chargng rail fare police btng migrantlabourers sndng deadbdies with injiured frcing thm to walk miles t\xe2\x80\xa6,  bjp govt chargng rail fare police btng migrantlabourers sndng deadbdies with injiured frcing thm to walk miles t\xe2\x80\xa6
40,2020-05-20,11:20:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
41,2020-05-20,11:19:00,['#bjp'],['@vipuldutt12:'],  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6,  bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running them for\xe2\x80\xa6
42,2020-05-20,11:19:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",['@sweposten:'],  watch out \nbangladesh hindus\nafghanistan hindus\npakistani hindus\nbjp cant feed his own people so dont accept you wil\xe2\x80\xa6,  watch out \nbangladesh hindus\nafghanistan hindus\npakistani hindus\nbjp cant feed his own people so dont accept you wil\xe2\x80\xa6
43,2020-05-20,11:19:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],  i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che\xe2\x80\xa6,  i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che\xe2\x80\xa6
44,2020-05-20,11:19:00,['#bjp'],[],bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running th\xe2\x80\xa6,bjp is playing dirty politics.\nwhat is the problem when u have buses standing in front of u and u r not running th\xe2\x80\xa6
45,2020-05-20,11:18:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",['@sweposten:'],  atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor country me\xe2\x80\xa6,  atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor country me\xe2\x80\xa6
46,2020-05-20,11:17:00,"['#bjymcares', '#bj\\xe2\\x80\\xa6""']","['@suryaritz:', '@digvijaybjym']",   bjymcares \nits always important to take the right guidance. you are surrounded with tremendous leaders bj\xe2\x80\xa6,   bjymcares \nits always important to take the right guidance. you are surrounded with tremendous leaders bj\xe2\x80\xa6
47,2020-05-20,11:17:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],  i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che\xe2\x80\xa6,  i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che\xe2\x80\xa6
48,2020-05-20,11:17:00,"['#bjp', '#maharashtra\\xe2\\x80\\xa6']",[],the nephew revolts the story behind devendra fadnavis and ajit pawars oath taking bjp maharashtra\xe2\x80\xa6,the nephew revolts the story behind devendra fadnavis and ajit pawars oath taking bjp maharashtra\xe2\x80\xa6
49,2020-05-20,11:16:00,"['#congress', '#bjp']","['@zeenews', '@aditisinghinc']",  now congress will say that bjp has brought pressure on her.\nits their working method.,  now congress will say that bjp has brought pressure on her.\nits their working method.
50,2020-05-20,11:16:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6,  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6
51,2020-05-20,11:16:00,['#bjp'],"['@anuj_sena', '@umeshnanda85', '@officeofut', '@bskoshyari', '@authackeray']",     bjp is not playing any cheap politics\xe2\x80\xa6,     bjp is not playing any cheap politics\xe2\x80\xa6
52,2020-05-20,11:16:00,[],['@indianenvision:'],  we need a government who cares about the people instead of their seats in the parliament.\n\nremember democracy is of the\xe2\x80\xa6,  we need a government who cares about the people instead of their seats in the parliament.\n\nremember democracy is of the\xe2\x80\xa6
53,2020-05-20,11:15:00,[],[],we need a government who cares about the people instead of their seats in the parliament.\n\nremember democracy is of\xe2\x80\xa6,we need a government who cares about the people instead of their seats in the parliament.\n\nremember democracy is of\xe2\x80\xa6
54,2020-05-20,11:14:00,['#congress\\n#bjp\\n#bjpsellingindia\\xe2\\x80\\xa6'],[],i may not be against congress but definitely will not support bjp never.\n\ncongress\nbjp\nbjpsellingindia\xe2\x80\xa6,i may not be against congress but definitely will not support bjp never.\n\ncongress\nbjp\nbjpsellingindia\xe2\x80\xa6
55,2020-05-20,11:13:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],  while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to\xe2\x80\xa6,  while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to\xe2\x80\xa6
56,2020-05-20,11:12:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6,  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6
57,2020-05-20,11:10:00,[],['@ambujspeaks:'],  found an excellent piece of cartoon clearly depicting the state of the nation today. the lowest strata of our society has\xe2\x80\xa6,  found an excellent piece of cartoon clearly depicting the state of the nation today. the lowest strata of our society has\xe2\x80\xa6
58,2020-05-20,11:10:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],  bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhi\xe2\x80\x99s secre\xe2\x80\xa6,  bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhi\xe2\x80\x99s secre\xe2\x80\xa6
59,2020-05-20,11:10:00,['#bjp'],['@saksham23956924:'],  wtf governance is taking place if somebody is trying to help others why are they not being allowed. this time bjp has\xe2\x80\xa6,  wtf governance is taking place if somebody is trying to help others why are they not being allowed. this time bjp has\xe2\x80\xa6
60,2020-05-20,11:07:00,[],['@ripunbora:'],  madam fm!\ntoday morning you accused cong ruled states that they failed to arrange train for the migrant workers perhaps you\xe2\x80\xa6,  madam fm!\ntoday morning you accused cong ruled states that they failed to arrange train for the migrant workers perhaps you\xe2\x80\xa6
61,2020-05-20,11:07:00,"['#bjp', '#seedhibaatpackagebakwas']",['@incassam:'],  congress thinks for next generations.\nbjp thinks for next elections.\nseedhibaatpackagebakwas,  congress thinks for next generations.\nbjp thinks for next elections.\nseedhibaatpackagebakwas
62,2020-05-20,11:07:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']",  what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand\xe2\x80\xa6,  what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand\xe2\x80\xa6
63,2020-05-20,11:06:00,"['#bjp', '#bjp']",[],jothimani speech against bjp candidates karu nagarajan.. bjp candidates speech is always like a third rated men..\nhttps//t.co/xte4k3fuox,jothimani speech against bjp candidates karu nagarajan.. bjp candidates speech is always like a third rated men..\nhttps//t.co/xte4k3fuox
64,2020-05-20,11:06:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",  this is what bjp always do..... ,  this is what bjp always do..... 
65,2020-05-20,11:05:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']",  what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand\xe2\x80\xa6,  what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand\xe2\x80\xa6
66,2020-05-20,11:03:00,['#bjp'],['@frankhuzur:'],  bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of\xe2\x80\xa6,  bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of\xe2\x80\xa6
67,2020-05-20,11:03:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6,  bjp has already taken bold step to welfare ews students by giving 10\xe2\x80\xb0ews reservation. now the time has come to provide s\xe2\x80\xa6
68,2020-05-20,11:02:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",[],atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor c\xe2\x80\xa6,atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor c\xe2\x80\xa6
69,2020-05-20,11:02:00,"['#bjp', '#garibvirodhi', '#bjpagainstmaharashtra', '#bjpfailsindia', '#bjpwithterrorists', ""#bjpthereal\\xe2\\x80\\xa6'""]","['@srinaga007:', '@aamaadmiparty']",   is bjp only garibvirodhi ? not these? bjpagainstmaharashtra bjpfailsindia bjpwithterrorists bjpthereal\xe2\x80\xa6,   is bjp only garibvirodhi ? not these? bjpagainstmaharashtra bjpfailsindia bjpwithterrorists bjpthereal\xe2\x80\xa6
70,2020-05-20,11:01:00,"['#bjp', '#kerala', '#covid', '#maharashtra']",[],bjp cites kerala \xe2\x80\x99s covid performance slams maharashtra for \xe2\x80\x98failure\xe2\x80\x99\nhttps//t.co/kx7cd3qfkw,bjp cites kerala \xe2\x80\x99s covid performance slams maharashtra for \xe2\x80\x98failure\xe2\x80\x99\nhttps//t.co/kx7cd3qfkw
71,2020-05-20,11:00:00,"['#muslim', '#tandur', '#telangana', '#pala_srinivas.\\n\\nthe']",['@advarafath:'],  on wednesday a minor muslim girl was raped in tandur district of telangana by pala_srinivas.\n\nthe girl was alone in the\xe2\x80\xa6,  on wednesday a minor muslim girl was raped in tandur district of telangana by pala_srinivas.\n\nthe girl was alone in the\xe2\x80\xa6
72,2020-05-20,10:59:00,['#india.'],['@john_pollock22:'],  since coming to power in 2014 there has been a surge in the violence against the minorities in india. in 2017 under\xe2\x80\xa6,  since coming to power in 2014 there has been a surge in the violence against the minorities in india. in 2017 under\xe2\x80\xa6
73,2020-05-20,10:58:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",[],watch out \nbangladesh hindus\nafghanistan hindus\npakistani hindus\nbjp cant feed his own people so dont accept\xe2\x80\xa6,watch out \nbangladesh hindus\nafghanistan hindus\npakistani hindus\nbjp cant feed his own people so dont accept\xe2\x80\xa6
74,2020-05-20,10:58:00,"['#pmmodi', '#ayushmanbharat', '#ayushmanbharatyojana', '#primeminister\\xe2\\x80\\xa6']",[],pmmodi congratulated the beneficiaries of ayushmanbharat scheme\n\nayushmanbharatyojana primeminister\xe2\x80\xa6,pmmodi congratulated the beneficiaries of ayushmanbharat scheme\n\nayushmanbharatyojana primeminister\xe2\x80\xa6
75,2020-05-20,10:58:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6,  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6
76,2020-05-20,10:54:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6,  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6
77,2020-05-20,10:52:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",  this is what bjp always do..... ,  this is what bjp always do..... 
78,2020-05-20,10:51:00,"['#bjp,']",[],chaos over trains and buses in maha and others states; \na conspiracy well played by bjp they want the state govt\xe2\x80\xa6,chaos over trains and buses in maha and others states; \na conspiracy well played by bjp they want the state govt\xe2\x80\xa6
79,2020-05-20,10:49:00,[],"['@babajiringe2:', '@swamy39', '@pgurus1']",    sir see this video total failure of bjp lead central government.\nso need to desolve central government\xe2\x80\xa6,    sir see this video total failure of bjp lead central government.\nso need to desolve central government\xe2\x80\xa6
80,2020-05-20,10:49:00,['#bjp'],['@frankhuzur:'],  bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of\xe2\x80\xa6,  bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of\xe2\x80\xa6
81,2020-05-20,10:48:00,['#bjp'],['@dayanidhi_maran:'],  misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea\xe2\x80\xa6,  misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea\xe2\x80\xa6
82,2020-05-20,10:48:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",  this is what bjp always do..... ,  this is what bjp always do..... 
83,2020-05-20,10:47:00,[],"['@siddhukn:', '@opindia_com']",   telecast of cn news has been stopped since yesterday by bengal govtbut no messiah of freedom of press will co\xe2\x80\xa6,   telecast of cn news has been stopped since yesterday by bengal govtbut no messiah of freedom of press will co\xe2\x80\xa6
84,2020-05-20,10:47:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],  bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhi\xe2\x80\x99s secre\xe2\x80\xa6,  bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhi\xe2\x80\x99s secre\xe2\x80\xa6
85,2020-05-20,10:46:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6,  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6
86,2020-05-20,10:46:00,"['#bjp', '#up', '#priyankagandhi', '#congress', ""#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe2\\x80\\xa6'""]",['@nh_india:'],  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6,  put a bjp flag on buses if you want to but use these buses says priyanka to up cm.\npriyankagandhi congress \xe0\xa4\xaa\xe0\xa4\xb9\xe0\xa4\xb2\xe0\xa5\x87_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xb5\xe2\x80\xa6
