,Date,Time,hashtags,tagged_usernames,text,Text
1587,2020-05-20,11:21:00,['#corona'],['@girishnaught:'],  bjp mumbai is distributing special ayush kadha that can cure 99.95% corona patients..!! \n\nlooks like bjp finally found t\xe2\x80\xa6,  bjp mumbai is distributing special ayush kadha that can cure 99.95% corona patients..!! \n\nlooks like bjp finally found t\xe2\x80\xa6
1588,2020-05-20,11:21:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1589,2020-05-20,11:21:00,['#weddingseason\\xe2\\x80\\xa6'],[],advice for couples planning weddings during the time of covid-19..\n\nhttps//t.co/2xaqo43ct3\n\nweddingseason\xe2\x80\xa6,advice for couples planning weddings during the time of covid-19..\n\nhttps//t.co/2xaqo43ct3\n\nweddingseason\xe2\x80\xa6
1590,2020-05-20,11:21:00,"['#\\xe0\\xae\\xae\\xe0\\xae\\x95\\xe0\\xaf\\x8d\\xe0\\xae\\x95\\xe0\\xae\\xb3\\xe0\\xaf\\x8d_\\xe0\\xae\\xaa\\xe0\\xae\\xa3\\xe0\\xae\\xbf\\xe0\\xae\\xaf\\xe0\\xae\\xbf\\xe0\\xae\\xb2\\xe0\\xaf\\x8d_\\xe0\\xae\\xa4\\xe0\\xae\\xbf\\xe0\\xae\\xae\\xe0\\xaf\\x81\\xe0\\xae\\x95', '#ondrinaivomvaa', '#migrants', '#gst', ""#corona'""]",['@dayanidhi_maran:'],  watch  ondrinaivomvaa migrants gst corona,  watch  ondrinaivomvaa migrants gst corona
1591,2020-05-20,11:21:00,['#pakistan.\\n\\na'],['@azeema_1:'],  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6,  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6
1592,2020-05-20,11:21:00,['#kishtwar.'],"['@pardeepparihar:', '@sspkishtwar']",  after doda one more ogw namely rustam ali arrested by  in kishtwar. seems they are getting exposed one b\xe2\x80\xa6,  after doda one more ogw namely rustam ali arrested by  in kishtwar. seems they are getting exposed one b\xe2\x80\xa6
1593,2020-05-20,11:21:00,[],['@jerryhicksunite:'],  is it just me or does anyone else think the timing of captain toms knighthood is blatantly being used as a distractio\xe2\x80\xa6,  is it just me or does anyone else think the timing of captain toms knighthood is blatantly being used as a distractio\xe2\x80\xa6
1594,2020-05-20,11:21:00,[],"['@djvlad', '@vladstocks', '@williedlive']",  didn\xe2\x80\x99t  tell you that this would happen? look out for more celebs/public figures sa\xe2\x80\xa6,  didn\xe2\x80\x99t  tell you that this would happen? look out for more celebs/public figures sa\xe2\x80\xa6
1595,2020-05-20,11:21:00,[],"['@goyalsanjeev:', '@shahid_siddiqui', '@rssurjewala', '@azmishabana']",  in 48 hrs \n\n&gt; used video 4m bangladesh\n&gt; used photo 4m nepal\n&gt; used photo 4m pak\xe2\x80\xa6,  in 48 hrs \n\n&gt; used video 4m bangladesh\n&gt; used photo 4m nepal\n&gt; used photo 4m pak\xe2\x80\xa6
1596,2020-05-20,11:21:00,['#pakistan.\\n\\na'],['@azeema_1:'],  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6,  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6
1597,2020-05-20,11:21:00,"['#corona', '#politicians', '#leadership', '#creativity\\xe2\\x80\\xa6']",[],in case someone thought that corona way-out comes from politicians leadership and not from a strong creativity\xe2\x80\xa6,in case someone thought that corona way-out comes from politicians leadership and not from a strong creativity\xe2\x80\xa6
1598,2020-05-20,11:20:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6,  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6
1599,2020-05-20,11:20:00,"['#covid19ph', '#corona', '#coronavirus\\n#chinamustfall', '#chinaliedpeopledied\\xe2\\x80\\xa6']",[],https//t.co/shquc2i10f\n\nfull fact in one video\ncovid19ph corona coronavirus\nchinamustfall chinaliedpeopledied\xe2\x80\xa6,https//t.co/shquc2i10f\n\nfull fact in one video\ncovid19ph corona coronavirus\nchinamustfall chinaliedpeopledied\xe2\x80\xa6
1600,2020-05-20,11:20:00,"['#jennifer_haller', '#corona', '#covid2019']",['@its_phatimah:'],  thank you so much jennifer_haller \xe2\x99\xa5\xef\xb8\x8f\ncorona covid2019 \nhttps//t.co/b1bz9lyqok,  thank you so much jennifer_haller \xe2\x99\xa5\xef\xb8\x8f\ncorona covid2019 \nhttps//t.co/b1bz9lyqok
1601,2020-05-20,11:20:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1602,2020-05-20,11:20:00,"[""#release\\xe2\\x80\\xa6'""]",['@shivang87647126:'],  during this hard time you are confused how to book your ads in lockdown while being safe at home. here is release\xe2\x80\xa6,  during this hard time you are confused how to book your ads in lockdown while being safe at home. here is release\xe2\x80\xa6
1603,2020-05-20,11:20:00,"['#tiktokbanindia', '#wednesdaymorning', '#corona', ""#tiktokbaninindia'""]",[],when you both are waiting for the lockdown to end\nbut your relationship ended\xf0\x9f\x98\x82\ntiktokbanindia wednesdaymorning corona tiktokbaninindia,when you both are waiting for the lockdown to end\nbut your relationship ended\xf0\x9f\x98\x82\ntiktokbanindia wednesdaymorning corona tiktokbaninindia
1604,2020-05-20,11:20:00,"['#covid19', '#pharmacist']","['@jodhrajnagar20:', '@sharmakirtija']",  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fat\xe2\x80\xa6,  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fat\xe2\x80\xa6
1605,2020-05-20,11:20:00,['#corona'],[],with the worse of the corona impact behind us the companies have already started talks for hiring. this is an ext\xe2\x80\xa6,with the worse of the corona impact behind us the companies have already started talks for hiring. this is an ext\xe2\x80\xa6
1606,2020-05-20,11:20:00,"['#faith', '#faithoverfear', '#corona', '#coronaviruspandemic\\xe2\\x80\\xa6']",[],the destroyer - demons of disease\nhttps//t.co/yknawzz6ks\n\nfaith faithoverfear corona coronaviruspandemic\xe2\x80\xa6,the destroyer - demons of disease\nhttps//t.co/yknawzz6ks\n\nfaith faithoverfear corona coronaviruspandemic\xe2\x80\xa6
1607,2020-05-20,11:20:00,['#pakistan.\\n\\na'],['@azeema_1:'],  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6,  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6
1608,2020-05-20,11:20:00,"['#corona', '#wuhan', '#india', '#china']","['@meeraremi11:', '@pm_nepal']",  corona spread not bcz of wuhan but bcz of india !\n u owe ur pmship to china thats why this statement by u i\xe2\x80\xa6,  corona spread not bcz of wuhan but bcz of india !\n u owe ur pmship to china thats why this statement by u i\xe2\x80\xa6
1609,2020-05-20,11:20:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1610,2020-05-20,11:20:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6,  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6
1611,2020-05-20,11:20:00,"['#covid19', '#pharmacist']",['@sharmakirtija'],when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her\xe2\x80\xa6,when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her\xe2\x80\xa6
1612,2020-05-20,11:20:00,[],['@keyakahe:'],  the telecast of the bangla news channel cn news or calcutta news has been stopped since yesterday. plz note this is one.of t\xe2\x80\xa6,  the telecast of the bangla news channel cn news or calcutta news has been stopped since yesterday. plz note this is one.of t\xe2\x80\xa6
1613,2020-05-20,11:20:00,"['#covid19pandemic', '#india', '#corona', '#ngo', '#help\\xe2\\x80\\xa6']",[],heres how these guys are helping the needy during the covid crisis. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\n\ncovid19pandemic india corona ngo help\xe2\x80\xa6,heres how these guys are helping the needy during the covid crisis. \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\n\ncovid19pandemic india corona ngo help\xe2\x80\xa6
1614,2020-05-20,11:19:00,[],[],hey twitterspace just so you know im looking for work! im a cool creative dude that takes ownership of stuff a\xe2\x80\xa6,hey twitterspace just so you know im looking for work! im a cool creative dude that takes ownership of stuff a\xe2\x80\xa6
1615,2020-05-20,11:19:00,"['#corona', '#cycloneamphan']",[],reason why world is suffering from corona cycloneamphan,reason why world is suffering from corona cycloneamphan
1616,2020-05-20,11:19:00,"['#leaking\\n#neighbors', '#payback\\n#old', '#gone', '#new', '#come', '#corona', '#virus\\n#cleaning', ""#immunotherapy'""]",[],clean to kill leaking neighbours \nleaking\nneighbors \npayback\nold \ngone \nnew \ncome \ncorona \nvirus\ncleaning \nimmunotherapy,clean to kill leaking neighbours \nleaking\nneighbors \npayback\nold \ngone \nnew \ncome \ncorona \nvirus\ncleaning \nimmunotherapy
1617,2020-05-20,11:19:00,['#corona'],[],are we winning battle against corona corona \nwe gave just now crossed 5 million cases and 325000 deaths,are we winning battle against corona corona \nwe gave just now crossed 5 million cases and 325000 deaths
1618,2020-05-20,11:19:00,['#pakistan.\\n\\na'],['@azeema_1:'],  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6,  atrocities on minorities is now routine in pakistan.\n\na hindu familyincl women&amp;children r beatenforced 2leave their home i\xe2\x80\xa6
1619,2020-05-20,11:19:00,"['#zazzle', '#corona', '#\\xe2\\x80\\xa6""']",['@sofiartmedia:'],  happy fathers day party gifts greeting cards collection\nup to 50% off cards shirts baseballs &amp; ties zazzle corona \xe2\x80\xa6,  happy fathers day party gifts greeting cards collection\nup to 50% off cards shirts baseballs &amp; ties zazzle corona \xe2\x80\xa6
1620,2020-05-20,11:19:00,"['#germany.', '#corona']",[],meat crisis in germany. thanks to corona meat factory workers will be better protected hopefully. the price wil\xe2\x80\xa6,meat crisis in germany. thanks to corona meat factory workers will be better protected hopefully. the price wil\xe2\x80\xa6
1621,2020-05-20,11:19:00,"['#revenue', '#corona', '#coronawarriors']",['@pkumarias:'],  our revenue family members fighting corona day and night\n\nproud of our coronawarriors !\n\ntremendous satisfaction in prom\xe2\x80\xa6,  our revenue family members fighting corona day and night\n\nproud of our coronawarriors !\n\ntremendous satisfaction in prom\xe2\x80\xa6
1622,2020-05-20,11:19:00,"['#pmqs', '#corona']",['@telegraph'], \xf0\x9f\x98\x82\xf0\x9f\x98\x82 uk version of fox pmqs corona, \xf0\x9f\x98\x82\xf0\x9f\x98\x82 uk version of fox pmqs corona
1623,2020-05-20,11:19:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']",  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6,  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6
1624,2020-05-20,11:19:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1625,2020-05-20,11:19:00,"['#macroeconomicmodelling', '#pandemics', '#covid19', ""#corona'""]","['@imfs_frankfurt:', '@economicsone']",   on our mmcn webinar series on macroeconomicmodelling and pandemics covid19 corona,   on our mmcn webinar series on macroeconomicmodelling and pandemics covid19 corona
1626,2020-05-20,11:19:00,['#corona'],['@girishnaught:'],  bjp mumbai is distributing special ayush kadha that can cure 99.95% corona patients..!! \n\nlooks like bjp finally found t\xe2\x80\xa6,  bjp mumbai is distributing special ayush kadha that can cure 99.95% corona patients..!! \n\nlooks like bjp finally found t\xe2\x80\xa6
1627,2020-05-20,11:19:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1628,2020-05-20,11:19:00,[],[],i wish i could enjoy this lockdown fully without having mini panic attacks each time my phone pings dreaded work\xe2\x80\xa6,i wish i could enjoy this lockdown fully without having mini panic attacks each time my phone pings dreaded work\xe2\x80\xa6
1629,2020-05-20,11:19:00,[],[],is it just me or does anyone else think the timing of captain toms knighthood is blatantly being used as a distrac\xe2\x80\xa6,is it just me or does anyone else think the timing of captain toms knighthood is blatantly being used as a distrac\xe2\x80\xa6
1630,2020-05-20,11:18:00,"['#uae', '#israel\\xe2\\x80\\xa6']",[],uae operates first flight to israel with covid-19 aid for palestinians\n\nhttps//t.co/hjsp5rx5yi\n\nuae israel\xe2\x80\xa6,uae operates first flight to israel with covid-19 aid for palestinians\n\nhttps//t.co/hjsp5rx5yi\n\nuae israel\xe2\x80\xa6
1631,2020-05-20,11:18:00,[],['@sarahthooft'],a brilliant and a thought-provoking thread- great work  in penning down the points and appreciate\xe2\x80\xa6,a brilliant and a thought-provoking thread- great work  in penning down the points and appreciate\xe2\x80\xa6
1632,2020-05-20,11:18:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1633,2020-05-20,11:18:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",['@sweposten:'],  atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor country me\xe2\x80\xa6,  atleast corona ji time was a good test 4 bjp modi\n\nbjp drambazzi \n\nif he would cant fed his own poor poor country me\xe2\x80\xa6
1634,2020-05-20,11:18:00,[],['@frankfigliuzzi1:'],  \xe2\x80\x9cenormous evidence\xe2\x80\x9d pompeo backs away from theory he and trump were pushing that coronavirus originated in wuhan lab\xe2\x80\xa6,  \xe2\x80\x9cenormous evidence\xe2\x80\x9d pompeo backs away from theory he and trump were pushing that coronavirus originated in wuhan lab\xe2\x80\xa6
1635,2020-05-20,11:18:00,[],['@realdonaldtrump'], how does adderall interact with hydroxychloroquine? seems to keep one awake. get some rest big guy\xe2\x80\xa6, how does adderall interact with hydroxychloroquine? seems to keep one awake. get some rest big guy\xe2\x80\xa6
1636,2020-05-20,11:18:00,"['#indonesiaterserah', '#corona']",[],this ia what happens in our country right now \xf0\x9f\x98\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\nindonesiaterserah \ncorona,this ia what happens in our country right now \xf0\x9f\x98\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\nindonesiaterserah \ncorona
1637,2020-05-20,11:18:00,"['#med', '#medtwitter', '#corona', '#coronavirus', '#pandemic', '#indiafightscorona', ""#c\\xe2\\x80\\xa6'""]",['@abdus1801:'],  why do we need masks?\na short clip from the full video\nmed medtwitter corona coronavirus pandemic indiafightscorona c\xe2\x80\xa6,  why do we need masks?\na short clip from the full video\nmed medtwitter corona coronavirus pandemic indiafightscorona c\xe2\x80\xa6
1638,2020-05-20,11:18:00,[],"['@rahulrajsfc:', '@suriya_offl']",  day40 - tdy north chennai sfc  fans club members donated dinner to 100 ppls who have been sheltered on the ro\xe2\x80\xa6,  day40 - tdy north chennai sfc  fans club members donated dinner to 100 ppls who have been sheltered on the ro\xe2\x80\xa6
1639,2020-05-20,11:18:00,[],"['@nellai_sfc:', '@suriyafansclub', '@suriya_offl', '@northchennaisfc', '@kegvraja', '@rajsekarpandian', '@prabhu_sr', ""@\\xe2\\x80\\xa6'""]",        \xe2\x80\xa2 day 40 - today we north chennai sfc \xe2\x80\xa6,        \xe2\x80\xa2 day 40 - today we north chennai sfc \xe2\x80\xa6
1640,2020-05-20,11:18:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6,  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6
1641,2020-05-20,11:18:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6,  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6
1642,2020-05-20,11:18:00,[],"['@asfk_offl:', '@suriya_offl']",  \xe2\x80\xa2 day 40 - today north chennai sfc  fans club members donated dinner to 100 peoples who have been sheltered on\xe2\x80\xa6,  \xe2\x80\xa2 day 40 - today north chennai sfc  fans club members donated dinner to 100 peoples who have been sheltered on\xe2\x80\xa6
1643,2020-05-20,11:18:00,"['#tiktokbanindia', '#cycloneamphan', '#corona', ""#bangalore'""]",[],north - earthquake \neast - cyclone \nwest - corona \nsouth - communism \n\n\xf0\x9f\x98\xa5\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\ntiktokbanindia cycloneamphan corona bangalore,north - earthquake \neast - cyclone \nwest - corona \nsouth - communism \n\n\xf0\x9f\x98\xa5\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\ntiktokbanindia cycloneamphan corona bangalore
1644,2020-05-20,11:18:00,['#corona'],['@newhampjournal'], the corona is not taking its toll. the government is taking its toll., the corona is not taking its toll. the government is taking its toll.
1645,2020-05-20,11:18:00,"['#chess\\xe2\\x99\\x9f\\xef\\xb8\\x8f', '#lockdownindia', '#lockdown4', '#covid_19', '#corona', '#stayhome', '#stayathomesavelives']",['@ashkarahmad11:'],  i am playing chess\xe2\x99\x9f\xef\xb8\x8f for enjoy in lockdownindia lockdown4 \ncovid_19 corona stayhome stayathomesavelives,  i am playing chess\xe2\x99\x9f\xef\xb8\x8f for enjoy in lockdownindia lockdown4 \ncovid_19 corona stayhome stayathomesavelives
1646,2020-05-20,11:18:00,[],"['@scd_offl:', '@suriya_offl']",  day 40 - tdy we north chennai sfc  fans club members donated dinner to 100 peoples who have been sheltered on th\xe2\x80\xa6,  day 40 - tdy we north chennai sfc  fans club members donated dinner to 100 peoples who have been sheltered on th\xe2\x80\xa6
1647,2020-05-20,11:18:00,[],[],breaking news asian paints company increases salary to boost confidence and support among employees\n.\n.\xe2\x80\xa6,breaking news asian paints company increases salary to boost confidence and support among employees\n.\n.\xe2\x80\xa6
1648,2020-05-20,11:18:00,"['#savetourism', '#stayhome', '#indiafightscorona', '#travel', '#hospitalityindustry\\xe2\\x80\\xa6']",['@anurag_vashisht'],message from our co-founder  savetourism stayhome indiafightscorona travel hospitalityindustry\xe2\x80\xa6,message from our co-founder  savetourism stayhome indiafightscorona travel hospitalityindustry\xe2\x80\xa6
1649,2020-05-20,11:18:00,[],['@frankfigliuzzi1:'],  successful drug dealers never consume their product. this won\xe2\x80\x99t end well trump says he takes unproven hydroxychloroqu\xe2\x80\xa6,  successful drug dealers never consume their product. this won\xe2\x80\x99t end well trump says he takes unproven hydroxychloroqu\xe2\x80\xa6
1650,2020-05-20,11:18:00,"['#schoolsreopening', '#covid19', '#lockdown2020', '#wednesdaymorning', ""#wednesd\\xe2\\x80\\xa6'""]",['@prettyb91062441:'],  how ready do you think students are for schoolsreopening as covid19 lockdown2020 eases?\n\nwednesdaymorning wednesd\xe2\x80\xa6,  how ready do you think students are for schoolsreopening as covid19 lockdown2020 eases?\n\nwednesdaymorning wednesd\xe2\x80\xa6
1651,2020-05-20,11:17:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1652,2020-05-20,11:17:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]",  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6,  56th day of gohungergo \nserving kids are my happiest moments in my journey    \xe2\x80\xa6
1653,2020-05-20,11:17:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']",  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6,  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6
1654,2020-05-20,11:17:00,['#pmqs'],[],tories know starmer has been tearing boris to pieces at pmqs &amp; he only performs well when he has a vocal audience.\xe2\x80\xa6,tories know starmer has been tearing boris to pieces at pmqs &amp; he only performs well when he has a vocal audience.\xe2\x80\xa6
1655,2020-05-20,11:17:00,['#corona'],[],kenya evicts 7000 from slums despite coronavirus pandemic\ncorona,kenya evicts 7000 from slums despite coronavirus pandemic\ncorona
1656,2020-05-20,11:17:00,[],['@thenationaluae'],check my latest for  gulf doctors who chose to remain in france germany canada and us to help figh\xe2\x80\xa6,check my latest for  gulf doctors who chose to remain in france germany canada and us to help figh\xe2\x80\xa6
1657,2020-05-20,11:17:00,['#covid-19.\\ncatching'],[],fact you can recover from covid-19.\ncatching the new coronavirus does not mean you will have it for life.\xe2\x80\xa6,fact you can recover from covid-19.\ncatching the new coronavirus does not mean you will have it for life.\xe2\x80\xa6
1658,2020-05-20,11:17:00,['#corona'],[],kenya evicts 7000 from slums despite coronavirus pandemic\ncorona,kenya evicts 7000 from slums despite coronavirus pandemic\ncorona
1659,2020-05-20,11:17:00,"['#wedding', '#marriage', '#congratulations', '#corona', '#nigeria', '#africa']",[],i wish them a lifetime of love .\n\nwedding marriage congratulations corona nigeria africa,i wish them a lifetime of love .\n\nwedding marriage congratulations corona nigeria africa
1660,2020-05-20,11:17:00,['#corona'],['@kthopkins:'],  not a single medical professional has broken ranks to expose the truth\n\nthe corona was never the virus that was predicted.\xe2\x80\xa6,  not a single medical professional has broken ranks to expose the truth\n\nthe corona was never the virus that was predicted.\xe2\x80\xa6
1661,2020-05-20,11:17:00,[],"['@khr6655:', '@iamarfat7', '@i_am_deval', '@i_theindian', '@i_am_watchin_ya', '@barun04650498', '@incprajjal', '@aak_thu', '@tsinha_tapanjit', '@punitbalduwainc', ""@vi\\xe2\\x80\\xa6'""]",           \xe2\x80\xa6,           \xe2\x80\xa6
1662,2020-05-20,11:17:00,"['#corona', ""#home'""]",[],don\xe2\x80\x99t trust corona stay safe stay home,don\xe2\x80\x99t trust corona stay safe stay home
1663,2020-05-20,11:17:00,[],['@sainishares:'],  there is hidden blessings in every struggle\n\n59) poland - warsaw - zloty\n\n\xf0\x9f\x94\xb8 sun city - jodhpur \n\n\xf0\x9f\x94\xb8 number of women recei\xe2\x80\xa6,  there is hidden blessings in every struggle\n\n59) poland - warsaw - zloty\n\n\xf0\x9f\x94\xb8 sun city - jodhpur \n\n\xf0\x9f\x94\xb8 number of women recei\xe2\x80\xa6
1664,2020-05-20,11:17:00,['#corona'],['@wupperinst:'],  global glimpses on corona - sustainable development in corona times - a call for global solidarity\nin a series of articl\xe2\x80\xa6,  global glimpses on corona - sustainable development in corona times - a call for global solidarity\nin a series of articl\xe2\x80\xa6
1665,2020-05-20,11:16:00,[],[],zomato has laid off 13% of its employees.\n\nswiggy laid off 14% of its employees.\n\nola is going to lay off 25% workf\xe2\x80\xa6,zomato has laid off 13% of its employees.\n\nswiggy laid off 14% of its employees.\n\nola is going to lay off 25% workf\xe2\x80\xa6
1666,2020-05-20,11:16:00,"['#himachalpradesh', '#corona', '#coronacrisis', '#coronavirus\\xe2\\x80\\xa6']",[],hp records 14 fresh cases; tally mounts to 104\nhimachalpradesh corona coronacrisis coronavirus\xe2\x80\xa6,hp records 14 fresh cases; tally mounts to 104\nhimachalpradesh corona coronacrisis coronavirus\xe2\x80\xa6
1667,2020-05-20,11:16:00,[],['@21wire:'],  very disturbing indeed. but why is no one asking what is the point of tracking tracing quarantining the healthy in large num\xe2\x80\xa6,  very disturbing indeed. but why is no one asking what is the point of tracking tracing quarantining the healthy in large num\xe2\x80\xa6
1668,2020-05-20,11:16:00,['#lhwrf'],['@lupinfoundatio1:'],  lhwrf ankleshwar supported 40 migrant workers with water bottle biscuits and banana on mumbai to new delhi national\xe2\x80\xa6,  lhwrf ankleshwar supported 40 migrant workers with water bottle biscuits and banana on mumbai to new delhi national\xe2\x80\xa6
1669,2020-05-20,11:16:00,[],[],coronavirus never worried me but this this worries me.\n\nprimitive nature knows boundaries humans know no boundar\xe2\x80\xa6,coronavirus never worried me but this this worries me.\n\nprimitive nature knows boundaries humans know no boundar\xe2\x80\xa6
1670,2020-05-20,11:16:00,"['#lhwrf', '#migrantlivesm\\xe2\\x80\\xa6""']",['@lupinfoundatio1:'],  lhwrf vidisha &amp; mandideep supported 550 migrant workers by providing nutrition kit and drinking water\nmigrantlivesm\xe2\x80\xa6,  lhwrf vidisha &amp; mandideep supported 550 migrant workers by providing nutrition kit and drinking water\nmigrantlivesm\xe2\x80\xa6
1671,2020-05-20,11:16:00,"['#corona', '#coronaviruslockdown']",[],hold onto the hope that this story will have a happy ending.\ncorona \ncoronaviruslockdown,hold onto the hope that this story will have a happy ending.\ncorona \ncoronaviruslockdown
1672,2020-05-20,11:16:00,"['#revenue', '#corona', '#coronawarriors']",['@pkumarias:'],  our revenue family members fighting corona day and night\n\nproud of our coronawarriors !\n\ntremendous satisfaction in prom\xe2\x80\xa6,  our revenue family members fighting corona day and night\n\nproud of our coronawarriors !\n\ntremendous satisfaction in prom\xe2\x80\xa6
1673,2020-05-20,11:16:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']",  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6,  when people are trying to stay at home and be safe many covid19 warriors like pharmacist  and her fath\xe2\x80\xa6
1674,2020-05-20,11:16:00,['#nhs'],"['@houseofcommons', '@ukparliament\\xe2\\x80\\xa6']",\xe2\x80\x9cthey saved my life....on the other hand ...\xe2\x80\x9d \nf them ... yet we clap ! nhs  \xe2\x80\xa6,\xe2\x80\x9cthey saved my life....on the other hand ...\xe2\x80\x9d \nf them ... yet we clap ! nhs  \xe2\x80\xa6
1675,2020-05-20,11:16:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6,  wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation. meet the wome\xe2\x80\xa6
