,Unnamed: 0,Date,Time,hashtags,tagged_usernames,text,Text,tokens
2563,2563,2020-05-20,08:25:00,[],"['@shalini2ee:', '@manoj_iyc', '@pchidambaram_in', '@kartipc', '@gauthamjsarathy', '@vijayramdoss_', '@samaniyantweet', '@forchidambaram']",i agree with mr.pc  a,"['agree', 'mr.pc']","['agree', 'mr.pc']"
2564,2564,2020-05-20,08:25:00,[],[],low level of politics going on at agra border in uttar pradesh. congress supported buses stopped on the border stat,"['low', 'level', 'politics', 'going', 'agra', 'border', 'uttar', 'pradesh', '.', 'congress', 'supported', 'buses', 'stopped', 'border', 'stat']","['low', 'level', 'politics', 'going', 'agra', 'border', 'uttar', 'pradesh', '.', 'congress', 'supported', 'buses', 'stopped', 'border', 'stat']"
2565,2565,2020-05-20,08:24:00,[],"['@shalini2ee:', '@manoj_iyc', '@pchidambaram_in', '@kartipc', '@gauthamjsarathy', '@vijayramdoss_', '@samaniyantweet', '@forchidambaram']",i agree with mr.pc  a,"['agree', 'mr.pc']","['agree', 'mr.pc']"
2566,2566,2020-05-20,08:24:00,[],"['@aditisinghinc', '@incindia', '@rahulgandhi', '@priyankagandhi', '@incuttarpradesh', '@incrajasthan', '@ashokgehlot51', '@sachinpilot\\xe2\\x80\\xa6']",,[],[]
2567,2567,2020-05-20,08:24:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2568,2568,2020-05-20,08:22:00,[],"['@manoj_iyc', '@pchidambaram_in', '@kartipc', '@gauthamjsarathy', '@vijayramdoss_', '@samaniyantweet', '@forchidambaram']",i agree with m,['agree'],['agree']
2569,2569,2020-05-20,08:21:00,"[""#congress'""]",['@bangaloremirror'],helloo  social distancing?? congress,"['helloo', 'social', 'distancing', '?', '?', 'congress']","['helloo', 'social', 'distancing', '?', '?', 'congress']"
2570,2570,2020-05-20,08:21:00,"['#hypeinvention', '#future\\xe2\\x80\\xa6']",[],hypeinvention post this photo . the italian imagine on that period . think it will happen today also .future,"['hypeinvention', 'post', 'photo', '.', 'italian', 'imagine', 'period', '.', 'think', 'happen', 'today', 'also', '.future']","['hypeinvention', 'post', 'photo', '.', 'italian', 'imagine', 'period', '.', 'think', 'happen', 'today', 'also', '.future']"
2571,2571,2020-05-20,08:21:00,['#congress'],['@bangaloremirror:'],karnataka congress leaders hold protest against the state government against amending of apmc act at the premises of,"['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises']","['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises']"
2572,2572,2020-05-20,08:20:00,"['#pankaj_punia', '#hindus', '#congress\\n\\nwhy']",['@_pankajtyagi:'],who the hell is this man. pankaj_punia . whatever he said about hindus exposed the mentality of congress  why he is s,"['hell', 'man', '.', 'pankaj_punia', '.', 'whatever', 'said', 'hindus', 'exposed', 'mentality', 'congress']","['hell', 'man', '.', 'pankaj_punia', '.', 'whatever', 'said', 'hindus', 'exposed', 'mentality', 'congress']"
2573,2573,2020-05-20,08:20:00,['#congress'],[],karnataka congress leaders hold protest against the state government against amending of apmc act at the premises,"['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises']","['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises']"
2574,2574,2020-05-20,08:18:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2575,2575,2020-05-20,08:17:00,[],"['@aninewsup', '@myogiadityanath', '@bjp4india', '@bjp4up', '@sambitswaraj', '@priyankagandhi', '@incindia', '@rahulgandhi', '@narendramodi\\xe2\\x80\\xa6']",,[],[]
2576,2576,2020-05-20,08:17:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']"
2577,2577,2020-05-20,08:15:00,[],[],the eagle  https//t.co/tn8nchpyoj  sign up now and get 10 free iastracoins no credit card needed  mobile users go,"['eagle', 'https//t.co/tn8nchpyoj', 'sign', 'get', '10', 'free', 'iastracoins', 'credit', 'card', 'needed', 'mobile', 'users', 'go']","['eagle', 'https//t.co/tn8nchpyoj', 'sign', 'get', '10', 'free', 'iastracoins', 'credit', 'card', 'needed', 'mobile', 'users', 'go']"
2578,2578,2020-05-20,08:14:00,"['#priyankagandhivadra', '#yogiadityanath', '#congress.']",['@the_hindu:'],just in | priyankagandhivadra urged yogiadityanath to not reject the buses sent by the congress. she even said her party,"['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']","['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']"
2579,2579,2020-05-20,08:14:00,['#congress'],['@waysmeanscmte'],congress repealwep hr141! stop  stealing public retirees social security benefitswe can afford a,"['congress', 'repealwep', 'hr141', '!', 'stop', 'stealing', 'public', 'retirees', 'social', 'security', 'benefitswe', 'afford']","['congress', 'repealwep', 'hr141', '!', 'stop', 'stealing', 'public', 'retirees', 'social', 'security', 'benefitswe', 'afford']"
2580,2580,2020-05-20,08:13:00,"['#upgovt', '#politics', '#congress', '#abhishekmanusinghvi']",[],up govt is doing cheapest form of politics cong upgovt politics congress abhishekmanusinghvi,"['govt', 'cheapest', 'form', 'politics', 'cong', 'upgovt', 'politics', 'congress', 'abhishekmanusinghvi']","['govt', 'cheapest', 'form', 'politics', 'cong', 'upgovt', 'politics', 'congress', 'abhishekmanusinghvi']"
2581,2581,2020-05-20,08:12:00,"['#muhammad_zafarullah_khan,', '#ahmadiyyamuslim']",['@abhmkarnataka:'],watch all videos to know history.  https//t.co/9yjwxiraun  muhammad_zafarullah_khan ahmadiyyamuslim and president o,"['watch', 'videos', 'know', 'history', '.', 'https//t.co/9yjwxiraun', 'muhammad_zafarullah_khan', 'ahmadiyyamuslim', 'president']","['watch', 'videos', 'know', 'history', '.', 'https//t.co/9yjwxiraun', 'muhammad_zafarullah_khan', 'ahmadiyyamuslim', 'president']"
2582,2582,2020-05-20,08:12:00,['#sonia_gandhi'],"['@nawazkhaki:', '@incindia', '@iyc\\nunder', '@rahulgandhi', ""@\\xe2\\x80\\xa6'""]",kind leadership of   under the able guidance of congress president respected smt. sonia_gandhi,"['kind', 'leadership', 'able', 'guidance', 'congress', 'president', 'respected', 'smt', '.', 'sonia_gandhi']","['kind', 'leadership', 'able', 'guidance', 'congress', 'president', 'respected', 'smt', '.', 'sonia_gandhi']"
2583,2583,2020-05-20,08:11:00,['#congress.'],[],thankfully there are some sane and logical people within congress. how long before the gandhivadra high command ta,"['thankfully', 'sane', 'logical', 'people', 'within', 'congress', '.', 'long', 'gandhivadra', 'high', 'command', 'ta']","['thankfully', 'sane', 'logical', 'people', 'within', 'congress', '.', 'long', 'gandhivadra', 'high', 'command', 'ta']"
2584,2584,2020-05-20,08:11:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2585,2585,2020-05-20,08:10:00,['#congress'],['@vaibhavkafeer:'],how much lie congress office bearers will spread,"['much', 'lie', 'congress', 'office', 'bearers', 'spread']","['much', 'lie', 'congress', 'office', 'bearers', 'spread']"
2586,2586,2020-05-20,08:10:00,['#sonia_gandhi\\xe2\\x80\\xa6'],"['@incindia', '@iyc\\nunder']",kind leadership of   under the able guidance of congress president respected smt. sonia_gandhi,"['kind', 'leadership', 'able', 'guidance', 'congress', 'president', 'respected', 'smt', '.', 'sonia_gandhi']","['kind', 'leadership', 'able', 'guidance', 'congress', 'president', 'respected', 'smt', '.', 'sonia_gandhi']"
2587,2587,2020-05-20,08:10:00,['#congress'],['@toibengaluru:'],karnataka congress leaders hold protest against the state government against amending of apmc act at the premises of vi,"['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises', 'vi']","['karnataka', 'congress', 'leaders', 'hold', 'protest', 'state', 'government', 'amending', 'apmc', 'act', 'premises', 'vi']"
2588,2588,2020-05-20,08:09:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2589,2589,2020-05-20,08:08:00,['#congress'],['@kpatelinc:'],as decided i request all uts congress presidents to strongly oppose &amp; come forward against the decision of privatisation,"['decided', 'request', 'uts', 'congress', 'presidents', 'strongly', 'oppose', '&', 'amp', ';', 'come', 'forward', 'decision', 'privatisation']","['decided', 'request', 'uts', 'congress', 'presidents', 'strongly', 'oppose', '&', 'amp', ';', 'come', 'forward', 'decision', 'privatisation']"
2590,2590,2020-05-20,08:07:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2591,2591,2020-05-20,08:07:00,['#congress'],[],as decided i request all uts congress presidents to strongly oppose &amp; come forward against the decision of priva,"['decided', 'request', 'uts', 'congress', 'presidents', 'strongly', 'oppose', '&', 'amp', ';', 'come', 'forward', 'decision', 'priva']","['decided', 'request', 'uts', 'congress', 'presidents', 'strongly', 'oppose', '&', 'amp', ';', 'come', 'forward', 'decision', 'priva']"
2592,2592,2020-05-20,08:07:00,"['#uttarpradesh', '#congress', ""#priyan\\xe2\\x80\\xa6'""]",['@firstpost:'],police on tuesday booked uttarpradesh congress president ajay kumar lallu and a personal secretary to party leader priyan,"['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']","['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']"
2593,2593,2020-05-20,08:06:00,"['#uttarpradesh', '#congress', ""#priyan\\xe2\\x80\\xa6'""]",['@firstpost:'],police on tuesday booked uttarpradesh congress president ajay kumar lallu and a personal secretary to party leader priyan,"['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']","['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']"
2594,2594,2020-05-20,08:05:00,[],[],if buses were available why were they not deployed in punjab rajasthan and maharashtra she asked.  she further,"['buses', 'available', 'deployed', 'punjab', 'rajasthan', 'maharashtra', 'asked', '.']","['buses', 'available', 'deployed', 'punjab', 'rajasthan', 'maharashtra', 'asked', '.']"
2595,2595,2020-05-20,08:05:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2596,2596,2020-05-20,08:05:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2597,2597,2020-05-20,08:05:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2598,2598,2020-05-20,08:04:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2599,2599,2020-05-20,08:04:00,"['#uttarpradesh', '#congress', ""#priyan\\xe2\\x80\\xa6'""]",['@firstpost:'],police on tuesday booked uttarpradesh congress president ajay kumar lallu and a personal secretary to party leader priyan,"['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']","['police', 'tuesday', 'booked', 'uttarpradesh', 'congress', 'president', 'ajay', 'kumar', 'lallu', 'personal', 'secretary', 'party', 'leader', 'priyan']"
2600,2600,2020-05-20,08:03:00,"['#pankaj_punia', '#hindus', '#congress\\n\\nwhy']",['@_pankajtyagi:'],who the hell is this man. pankaj_punia . whatever he said about hindus exposed the mentality of congress  why he is s,"['hell', 'man', '.', 'pankaj_punia', '.', 'whatever', 'said', 'hindus', 'exposed', 'mentality', 'congress']","['hell', 'man', '.', 'pankaj_punia', '.', 'whatever', 'said', 'hindus', 'exposed', 'mentality', 'congress']"
2601,2601,2020-05-20,08:03:00,"['#uttarpradesh', '#congress']",[],if the uttarpradesh government has so much problems regarding buses provided by congress then why they wont use,"['uttarpradesh', 'government', 'much', 'problems', 'regarding', 'buses', 'provided', 'congress', 'wont', 'use']","['uttarpradesh', 'government', 'much', 'problems', 'regarding', 'buses', 'provided', 'congress', 'wont', 'use']"
2602,2602,2020-05-20,08:03:00,"['#congress', '#westandwithsushantsinha']",['@amit77696542:'],dear opposition congress westandwithsushantsinha,"['dear', 'opposition', 'congress', 'westandwithsushantsinha']","['dear', 'opposition', 'congress', 'westandwithsushantsinha']"
2603,2603,2020-05-20,08:02:00,['#congress'],['@ians_india:'],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slamming the,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slamming']"
2604,2604,2020-05-20,08:02:00,['#congress'],[],rebel congress mla aditi singh has caused further embarrassment to the congress in up with a series of tweets slam,"['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slam']","['rebel', 'congress', 'mla', 'aditi', 'singh', 'caused', 'embarrassment', 'congress', 'series', 'tweets', 'slam']"
2605,2605,2020-05-20,08:01:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2606,2606,2020-05-20,08:00:00,"['#karnataka', '#muslims', '#pmcares.\\n']",[],congress mla of karnataka says muslims must not donate to pmcares.   congress mla aditi singh.....    diti,"['congress', 'mla', 'karnataka', 'says', 'muslims', 'must', 'donate', 'pmcares', '.', 'congress', 'mla', 'aditi', 'singh', '...', '..', '\x07diti']","['congress', 'mla', 'karnataka', 'says', 'muslims', 'must', 'donate', 'pmcares', '.', 'congress', 'mla', 'aditi', 'singh', '...', '..', '\x07diti']"
2607,2607,2020-05-20,08:00:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2608,2608,2020-05-20,07:59:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2609,2609,2020-05-20,07:59:00,['#congress'],"['@ranjeet87035789:', '@rssurjewala']",heartbreaking propaganda even during difficult times!!  congress,"['heartbreaking', 'propaganda', 'even', 'difficult', 'times', '!', '!', 'congress']","['heartbreaking', 'propaganda', 'even', 'difficult', 'times', '!', '!', 'congress']"
2610,2610,2020-05-20,07:59:00,"['#remeberingrajivgandhi', '#congress']",['@incgeet:'],remeberingrajivgandhi jis death anniversary the congress will provide financial assistance to the underprivileged people o,"['remeberingrajivgandhi', 'jis', 'death', 'anniversary', 'congress', 'provide', 'financial', 'assistance', 'underprivileged', 'people']","['remeberingrajivgandhi', 'jis', 'death', 'anniversary', 'congress', 'provide', 'financial', 'assistance', 'underprivileged', 'people']"
2611,2611,2020-05-20,07:58:00,['#congress'],"['@ranjeet87035789:', '@rssurjewala']",heartbreaking propaganda even during difficult times!!  congress,"['heartbreaking', 'propaganda', 'even', 'difficult', 'times', '!', '!', 'congress']","['heartbreaking', 'propaganda', 'even', 'difficult', 'times', '!', '!', 'congress']"
2612,2612,2020-05-20,07:58:00,"['#bignews:', '#karnataka', '#congress']",[],bignews karnataka congress leaders stage a protest against the state govt against amending of apmc act at vidha,"['bignews', 'karnataka', 'congress', 'leaders', 'stage', 'protest', 'state', 'govt', 'amending', 'apmc', 'act', 'vidha']","['bignews', 'karnataka', 'congress', 'leaders', 'stage', 'protest', 'state', 'govt', 'amending', 'apmc', 'act', 'vidha']"
2613,2613,2020-05-20,07:58:00,['#congress'],"['@ashishdavebjp:', '@aditisinghinc']",nothing to say much when congress mla from rai bareilly  tweet following lines about play of politics by,"['nothing', 'say', 'much', 'congress', 'mla', 'rai', 'bareilly', 'tweet', 'following', 'lines', 'play', 'politics']","['nothing', 'say', 'much', 'congress', 'mla', 'rai', 'bareilly', 'tweet', 'following', 'lines', 'play', 'politics']"
2614,2614,2020-05-20,07:57:00,[],['@bdutt'],but how is the dhaba open during lockdown? arent all eating joints shut &amp; only home delivery allowed?  this,"['dhaba', 'open', 'lockdown', '?', 'arent', 'eating', 'joints', 'shut', '&', 'amp', ';', 'home', 'delivery', 'allowed', '?']","['dhaba', 'open', 'lockdown', '?', 'arent', 'eating', 'joints', 'shut', '&', 'amp', ';', 'home', 'delivery', 'allowed', '?']"
2615,2615,2020-05-20,07:55:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",['@nh_india:'],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2616,2616,2020-05-20,07:55:00,"['#happymothersday', '#congress', '#soniagandhi']","['@sanjaysdutt:', '@incindia\\xe2\\x80\\xa6""']",happymothersday to hon. congress president resp. smt soniagandhi ji who is motherly figure to millions of,"['happymothersday', 'hon', '.', 'congress', 'president', 'resp', '.', 'smt', 'soniagandhi', 'ji', 'motherly', 'figure', 'millions']","['happymothersday', 'hon', '.', 'congress', 'president', 'resp', '.', 'smt', 'soniagandhi', 'ji', 'motherly', 'figure', 'millions']"
2617,2617,2020-05-20,07:55:00,[],"['@arnabunofficial', '@pankajpuniainc']",are dying and suffering,"['dying', 'suffering']","['dying', 'suffering']"
2618,2618,2020-05-20,07:55:00,[],"['@anjanaomkashyap', '@drharshvardhan']",are dying and suffering,"['dying', 'suffering']","['dying', 'suffering']"
2619,2619,2020-05-20,07:53:00,[],['@freedom4horses:'],this is the best way to help all wild horses right now! save this post call your members of congress and state the fol,"['best', 'way', 'help', 'wild', 'horses', 'right', '!', 'save', 'post', 'call', 'members', 'congress', 'state', 'fol']","['best', 'way', 'help', 'wild', 'horses', 'right', '!', 'save', 'post', 'call', 'members', 'congress', 'state', 'fol']"
2620,2620,2020-05-20,07:52:00,"['#uttarpradesh,\\xe2\\x80\\xa6']",[],up congress chief arrested over movement of buses for migrant workers https//t.co/vejepfszrc uttarpradesh,"['congress', 'chief', 'arrested', 'movement', 'buses', 'migrant', 'workers', 'https//t.co/vejepfszrc', 'uttarpradesh']","['congress', 'chief', 'arrested', 'movement', 'buses', 'migrant', 'workers', 'https//t.co/vejepfszrc', 'uttarpradesh']"
2621,2621,2020-05-20,07:51:00,"['#up', ""#congress\\nhttps://t.co/9yn9xgyth2'""]",[],up govt is doing petty politics over migrants ordeal says sachin pilot  congress https//t.co/9yn9xgyth2,"['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']","['govt', 'petty', 'politics', 'migrants', 'ordeal', 'says', 'sachin', 'pilot', 'congress', 'https//t.co/9yn9xgyth2']"
2622,2622,2020-05-20,07:51:00,"[""#tue\\xe2\\x80\\xa6'""]",['@freedom4horses:'],blm skirts management failures asks congress to accelerate program collapse (action item) tue,"['blm', 'skirts', 'management', 'failures', 'asks', 'congress', 'accelerate', 'program', 'collapse', '(', 'action', 'item', ')', 'tue']","['blm', 'skirts', 'management', 'failures', 'asks', 'congress', 'accelerate', 'program', 'collapse', '(', 'action', 'item', ')', 'tue']"
2623,2623,2020-05-20,07:50:00,['#congress'],"['@ashishdavebjp:', '@aditisinghinc']",nothing to say much when congress mla from rai bareilly  tweet following lines about play of politics by,"['nothing', 'say', 'much', 'congress', 'mla', 'rai', 'bareilly', 'tweet', 'following', 'lines', 'play', 'politics']","['nothing', 'say', 'much', 'congress', 'mla', 'rai', 'bareilly', 'tweet', 'following', 'lines', 'play', 'politics']"
2624,2624,2020-05-20,07:49:00,"['#congress', '#up']",['@the_hindu:'],just in | in the list of 1049 buses submitted by the congress to the up government 879 have been found to be buses while,"['|', 'list', '1049', 'buses', 'submitted', 'congress', 'government', '879', 'found', 'buses']","['|', 'list', '1049', 'buses', 'submitted', 'congress', 'government', '879', 'found', 'buses']"
2625,2625,2020-05-20,07:48:00,['#congress'],['@priyankagandhi'],!  congress mla questions    instead of cooperating in this crucial time of,"['!', 'congress', 'mla', 'questions', 'instead', 'cooperating', 'crucial', 'time']","['!', 'congress', 'mla', 'questions', 'instead', 'cooperating', 'crucial', 'time']"
2626,2626,2020-05-20,07:45:00,[],['@shekhargupta'],i agree with   all d ingredients wer ready since 70 years.. bt jus not delivered to d people of india.,"['agree', 'ingredients', 'wer', 'ready', 'since', '70', 'years..', 'bt', 'jus', 'delivered', 'people', 'india', '.']","['agree', 'ingredients', 'wer', 'ready', 'since', '70', 'years..', 'bt', 'jus', 'delivered', 'people', 'india', '.']"
2627,2627,2020-05-20,07:45:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']"
2628,2628,2020-05-20,07:43:00,"['#up_bus_dispute-', '#congress', '#noida.', ""#sew_buses.'""]",[],up_bus_dispute- the police have stopped the buses of the congress on the up border in noida. police is now preparing to sew_buses.,"['up_bus_dispute-', 'police', 'stopped', 'buses', 'congress', 'border', 'noida', '.', 'police', 'preparing', 'sew_buses', '.']","['up_bus_dispute-', 'police', 'stopped', 'buses', 'congress', 'border', 'noida', '.', 'police', 'preparing', 'sew_buses', '.']"
2629,2629,2020-05-20,07:42:00,['#congress'],['@spiritofcongres'],congress should take cognizance and show her the door.,"['congress', 'take', 'cognizance', 'show', 'door', '.']","['congress', 'take', 'cognizance', 'show', 'door', '.']"
2630,2630,2020-05-20,07:41:00,[],"['@captainscot786:', '@sambitswaraj', '@incindia']",this is what  is capable of. they cant work towards the betterment of the nation. all they want,"['capable', '.', 'cant', 'work', 'towards', 'betterment', 'nation', '.', 'want']","['capable', '.', 'cant', 'work', 'towards', 'betterment', 'nation', '.', 'want']"
2631,2631,2020-05-20,07:40:00,"['#\\xe0\\xa4\\x85\\xe0\\xa4\\xb0\\xe0\\xa5\\x87\\xe0\\xa4\\xb8\\xe0\\xa5\\x8d\\xe0\\xa4\\x9f_\\xe0\\xa4\\xaa\\xe0\\xa4\\x82\\xe0\\xa4\\x95\\xe0\\xa4\\x9c_\\xe0\\xa4\\xaa\\xe0\\xa5\\x82\\xe0\\xa4\\xa8\\xe0\\xa4\\xbf\\xe0\\xa4\\xaf\\xe0\\xa4\\xbe\\n\\nhe', '#congress']",[],pls __  he is disgrace to humanity hindu and his whole ideology is filthy  shame on congress for,"['pls', '__', 'disgrace', 'humanity', 'hindu', 'whole', 'ideology', 'filthy', 'shame', 'congress']","['pls', '__', 'disgrace', 'humanity', 'hindu', 'whole', 'ideology', 'filthy', 'shame', 'congress']"
